TEfam	TEpropCov	CE	CP	HE	HP	LE	LP	CE1	CE2	CE3	CE4	CP1	CP2	CP3	CP4	HE1	HE2	HE3	HE4	HP1	HP2	HP3	HP4	LE1	LE2	LE3	LE4	LP1	LP2	LP3	LP4	Mean_Early	Mean_Postponed	Mean_Control	Mean_High	Mean_Low	Diff_PostEarly	log2Rat_PostEarly	Diff_HighCont	Diff_HighLow	Diff_ContLow	log2Rat_HighCont	log2Rat_HighLow	log2Rat_ContLow	Diff_PostEarlyCont	Diff_PostEarlyHigh	Diff_PostEarlyLow	log2Rat_PostEarlyCont	log2Rat_PostEarlyHigh	log2Rat_PostEarlyLow	Df_Diet	F_value_Diet	PvalFull_Diet	Df_Breeding	F_value_Breeding	PvalFull_Breeding	Df_Inter	F_value_Inter	PvalFull_Inter	Df_resid	Df_Low	F_value_Low	Pval_Low	Df_Low_nested	F_value_Low_nested	Pval_Low_nested	Df_Low_resid	Df_Cont	F_value_Cont	Pval_Cont	Df_Cont_nested	F_value_Cont_nested	Pval_Cont_nested	Df_Cont_resid	Df_High	F_value_High	Pval_High	Df_High_nested	F_value_High_nested	Pval_High_nested	Df_High_resid	Bonf_Full	Bonf_Low	Bonf_Cont	Bonf_High	fb_id	source_id	flybase_name	species	te_name	te_type_gff	te_type_fasta	repbase_fasta_header_subtype	te_subtype_fasta	misc_subtype	repbase_species	percentage	match	synonym	repbase_meta	TEsubclass	TEclass	length
DOC3	1	20.154805	20.435677	20.834678	19.48562	18.426668	20.100025	20.8288582278481	18.7524886075949	21.0814504219409	19.9564227848101	20.4456356540084	20.2555299578059	20.6524609704641	20.3890829113924	21.6057449367089	20.2150932489451	21.1043725738397	20.4135008438819	18.7035033755274	19.2830552742616	20.1395103375527	19.8164126582278	19.1759858649789	18.9643033755274	18.0700329113924	17.49635	20.7811816455696	20.0975732067511	18.7802892405063	20.7410554852321	19.805	20.007	20.295	20.16	19.263	0.202	0.015	-0.135	0.897	1.032	-0.01	0.066	0.075	0.281	-1.349	1.673	0.02	-0.097	0.125	2	390.2	1.31041186191069e-169	1	37.86	7.62972628304265e-10	2	709.7	4.88300884534806e-307	113754	1	976.736283664388	1.00609228831921e-211	6	129.638951086952	4.6585654646234e-163	37912	1	22.8493847420873	1.75861516544747e-06	6	82.0783928385497	1.67523917266594e-102	37912	1	565.17486176206	5.10404080532336e-124	6	62.5819470833589	1.27761178646394e-77	37912	TRUE	TRUE	TRUE	TRUE	FBte0001140	nnnnnnnn	Doc3-element	Dmel	Doc3-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;reverse_transcriptase|gag|DOC|JOCKEY_clade|DOC3_DM.	non-LTR	RNA	4740
DOC4	0.980652096022931	4.26352	4.51302	4.493212	4.397235	4.217212	4.519522	4.52985023289144	4.1102930849158	4.53466750268721	3.87926979577212	4.55148477248298	4.32839089931924	4.63588570404873	4.5363188821211	4.72442314582587	4.4605682551057	4.46759691866714	4.32026083840917	4.33726872088857	4.43989609458975	4.45742386241491	4.35435148692225	4.32358688642064	4.27231601576496	4.19721676818345	4.07572984593336	4.64718917950555	4.51506771766392	4.34471587244715	4.57111608742386	4.325	4.477	4.388	4.445	4.368	0.152	0.05	0.057	0.077	0.02	0.019	0.025	0.007	0.249	-0.096	0.302	0.082	-0.031	0.1	2	8.33	0.000242485101490893	1	90.6	1.81191120593801e-21	2	61.22	2.74622768033266e-27	66978	1	118.701646256321	1.42835819217565e-27	6	9.12503146950893	5.35888849890523e-10	22320	1	82.6784642744813	1.04402062341574e-19	6	40.5959584027288	1.83111189744699e-49	22320	1	12.1387669926532	0.000494790811296872	6	10.5388329602714	1.02908664383083e-11	22320	TRUE	TRUE	TRUE	FALSE	FBte0001039	nnnnnnnn	Doc4-element	Dmel	Doc4-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|DOC4_DM;JOCKEY_clade|ORF1|ORF2|reverse_transcriptase.	non-LTR	RNA	2791
DOC5	0.997864160615122	7.830345	8.862984	9.173472	8.415115	7.949846	8.814279	9.11909248184537	8.12619692439129	9.01846048697138	5.05763007261854	8.98992545920547	8.70372404955147	8.92431695856472	8.83397095258437	9.59591093549765	8.96244041008116	9.0624017513883	9.07313477146519	8.14900042716788	8.20291648868005	8.72247714651858	8.58606514310124	8.34412836394703	8.23849935924818	7.72787120888509	7.48888445108928	9.17209440410081	8.78222383596754	8.19316680905596	9.1096326356258	8.318	8.697	8.347	8.794	8.382	0.38	0.064	0.448	0.412	-0.035	0.075	0.069	-0.006	1.033	-0.758	0.864	0.179	-0.124	0.149	2	174.87	1.49235973471496e-76	1	305.13	3.09637237397044e-68	2	690.58	8.1538450651449e-299	112362	1	568.500644287645	1.01484229708603e-124	6	69.9051013633061	5.81894790662767e-87	37448	1	813.146956372451	5.86288336296146e-177	6	692.276609505992	0	37448	1	394.493543169872	2.45457907026328e-87	6	27.7200164587968	3.23204851294438e-33	37448	TRUE	TRUE	TRUE	TRUE	FBte0000791	nnnnnnnn	Porto1	Dmel	Porto1	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|DOC5_DM;JOCKEY_clade|ORF1|ORF2|Porto-1|reverse_transcriptase.	non-LTR	RNA	4682
F	0.997875955819881	89.339381	89.277439	93.378852	86.140882	81.220258	87.373229	88.6191136363636	85.296261682243	91.533625531011	91.9085214528462	89.7569328802039	87.4330339847069	89.4957053950722	90.4240843245539	99.0516223449448	92.2622929056924	90.9916901019541	91.2098014018692	85.440983220051	84.8996004672897	89.1240206032285	85.0989226847918	83.3129728122345	83.541836873407	80.0048169073917	78.0214067544605	89.0887633814783	85.0138508920986	84.749535046729	90.6407680543755	87.979	87.597	89.308	89.76	84.297	-0.382	-0.006	0.451	5.463	5.012	0.007	0.091	0.083	-0.062	-7.238	6.153	-0.001	-0.116	0.105	2	1155.08	0	1	13.77	0.000206509996452198	2	1410.39	0	112986	1	1495.15942384501	8.56709829888722e-321	6	156.488301959437	4.33605025810933e-197	37656	1	0.0996629558432693	0.752236225226902	6	72.0290604925385	1.12558066979112e-89	37656	1	1752.02610190856	0	6	155.63818661434	5.16671972649997e-196	37656	FALSE	TRUE	FALSE	TRUE	FBte0000005	AC005198	F-element	Dmel	F-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	99.936	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;LINE_retrotransposon|DMFW|FW_DM|FW.	non-LTR	RNA	4708
FROGGER	0.923882400322191	1.862919	1.823813	1.862633	1.798479	1.679922	1.853918	1.82843616592831	1.66805638340717	1.92846113572292	2.02672049939589	1.83531333064841	1.6243238018526	1.95274506645187	1.8828683044704	1.99621747885622	1.86315223519936	1.7636387434555	1.82752517116391	1.76458236004833	1.81647080144986	1.83553886427708	1.7773238018526	1.7462472815143	1.68190293999195	1.65507168747483	1.63646596858639	1.83977164720097	1.94581796214257	1.63350624244865	1.99657551349174	1.802	1.825	1.843	1.831	1.767	0.024	0.019	-0.013	0.064	0.076	-0.01	0.051	0.061	-0.039	-0.064	0.174	-0.031	-0.051	0.142	2	70.14	3.74586345533089e-31	1	17.45	2.95803259702796e-05	2	179.15	2.67393179704887e-78	59586	1	348.299418663375	4.53862960879351e-77	6	80.9998737621633	1.54996121808394e-100	19856	1	15.1758340944283	9.82699695553867e-05	6	107.77517677268	3.25673811572689e-134	19856	1	44.2775457552903	2.92399485465908e-11	6	28.8413476298077	1.45130688688428e-34	19856	TRUE	TRUE	FALSE	TRUE	FBte0000314	AF492763	frogger	Dmel	frogger	LTR_retrotransposon	LTR	Copia	Copia	Copia	Drosophila_melanogaster	100	1	NA	Copia|LTR_Retrotransposon|Transposable_Element;Interspersed_repeat|FROGGER_LTR|internal_portion|FROGGER_I.	LTR	RNA	2483
FW2	0.993940924009089	2.862549	2.986865	2.995883	2.886036	2.740469	2.943171	2.9331353193638	2.76437086594294	2.92589548093916	2.82679550618531	3.04427821257258	3.00267457712699	2.92511840444332	2.97538853824792	3.06383413279475	2.94464377682403	3.02055364806867	2.95449861146175	2.75772178742742	2.92877556172684	2.9535334511487	2.90411184044433	2.80127644534209	2.78670891189094	2.6715304216107	2.70235925271396	2.99199242615501	2.91764907851553	2.79420550366069	3.06883665740974	2.866	2.939	2.925	2.941	2.842	0.072	0.036	0.016	0.099	0.083	0.008	0.049	0.041	0.124	-0.11	0.203	0.061	-0.054	0.103	2	104.01	7.57726217228845e-46	1	144.59	2.79296643129481e-33	2	243.21	4.42002752878924e-106	95058	1	407.799611558877	4.08293138757054e-90	6	43.8833680073841	9.96960055137083e-54	31680	1	133.569248203635	7.82678089843471e-31	6	19.7366005350041	3.87896180416184e-23	31680	1	111.720134984709	4.5476644061504e-26	6	25.2596024800356	4.30146231843474e-30	31680	TRUE	TRUE	TRUE	TRUE	FBte0001002	nnnnnnnn	Fw2	Dmel	Fw2	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|FW2_DM;JOCKEY_clade|ORF1|ORF2|endonuclease|reverse_transcriptase.	non-LTR	RNA	3961
FW3	0.995210727969349	2.279574	2.309396	2.328056	2.217513	2.037242	2.141803	2.20532726692209	2.21075542784163	2.41598978288633	2.28622254150702	2.23902554278416	2.26688984674329	2.38305172413793	2.34861494252874	2.43609706257982	2.31678991060026	2.2875475734355	2.27179054916986	2.11364782886335	2.16820881226054	2.32727139208174	2.26092273307791	2.14589655172414	2.00616634738186	1.99248659003831	2.00441890166028	2.10725	2.18990996168582	2.13476277139208	2.13528959131545	2.215	2.223	2.294	2.273	2.09	0.008	0.005	-0.022	0.183	0.205	-0.014	0.121	0.135	0.03	-0.111	0.105	0.019	-0.07	0.072	2	291.53	7.58653180298403e-127	1	1.09	0.296687204355319	2	68.56	1.77995020559144e-30	75162	1	72.5685256567768	1.70265561154321e-17	6	10.7595470139107	5.51007714277386e-12	25048	1	4.76010494706716	0.0291360343945572	6	19.0118361017722	3.22603007883354e-22	25048	1	67.0082544754689	2.83117905197108e-16	6	19.9951519129757	1.88942319319504e-23	25048	FALSE	TRUE	FALSE	TRUE	FBte0000636	nnnnnnnn	Fw3	Dmel	Fw3	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|FW3_DM;JOCKEY_clade|ORF1|ORF2|endonuclease|reverse_transcriptase.	non-LTR	RNA	3132
G2	0.998710509348807	10.120092	9.006571	9.76349	8.647253	7.982208	8.543427	9.98655609284333	8.88737395228885	9.85562959381044	11.7508072211476	9.82027433913604	8.331833655706	8.90065699548678	8.97351869761444	10.3912817537073	9.59526531270148	9.45183204384268	9.61558284977434	7.92957769181173	9.16040780141844	8.84242327530625	8.65660509348807	8.21675274016763	8.4376776273372	7.72837040618955	7.54602965828498	8.35028272082527	8.33269439071567	8.59550773694391	8.89522340425532	9.289	8.732	9.563	9.205	8.263	-0.556	-0.089	-0.358	0.943	1.301	-0.055	0.156	0.211	-1.114	-1.116	0.561	-0.168	-0.175	0.098	2	1529.92	0	1	786.47	3.73086726837299e-172	2	793.61	0	74442	1	333.894932721809	4.17800769180656e-74	6	64.0769376065792	2.59057017821029e-79	24808	1	984.689054429887	5.31251528154614e-212	6	357.122029258511	0	24808	1	1049.27023475228	1.74056380073215e-225	6	95.2995956949252	6.91497775185436e-119	24808	TRUE	TRUE	TRUE	TRUE	FBte0000800	AC006215	G2	Dmel	G2	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|ORF2;FW_DM|DOC|JOCKEY_superfamily|G|DMCR1A|G2_DM.	non-LTR	RNA	3102
G3	0.985016286644951	1.529324	1.625479	1.701068	1.564871	1.470959	1.645158	1.64642649294245	1.54483583061889	1.72449315960912	1.20154071661238	1.65678762214984	1.60762671009772	1.64521780673181	1.59228469055375	1.77238132464712	1.66043973941368	1.72724951140065	1.64420173724213	1.46594527687296	1.55350553745928	1.64385385450597	1.59618110749186	1.54038262757872	1.45898566775244	1.45311205211726	1.431355917481	1.66904647122693	1.64934462540717	1.55644951140065	1.70579174809989	1.567	1.612	1.577	1.633	1.558	0.045	0.041	0.056	0.075	0.019	0.05	0.068	0.018	0.096	-0.136	0.174	0.088	-0.12	0.161	2	61.02	3.25672921506015e-27	1	60.52	7.34047961369328e-15	2	263	1.12856197798196e-114	110514	1	336.416604609866	8.29578635913973e-75	6	17.5382725922625	2.17539105919546e-20	36832	1	93.4420471140397	4.44323449163135e-22	6	136.669831538475	6.25199949524028e-172	36832	1	175.911554300578	4.67855187902973e-40	6	21.9615145562932	6.08771443712757e-26	36832	TRUE	TRUE	TRUE	TRUE	FBte0001171	nnnnnnnn	G3	Dmel	G3	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|ORF1;reverse_transcriptase|ORF2|AP_endonuclease|RNase_H;DNA_binding_protein|JOCKEY_clade|G3_DM.	non-LTR	RNA	4605
G4_DM	1	7.921224	9.11822	9.230892	8.881878	8.432587	9.179593	9.0575023340249	8.46339834024896	9.16630653526971	4.9976882780083	9.12401244813278	8.75058480290456	9.41457546680498	9.18370746887967	9.70941649377593	9.1925617219917	8.97291052904564	9.04867997925311	8.77801581950207	8.78069320539419	9.10128501037344	8.86751685684647	8.70670772821577	8.53628578838174	8.31570902489627	8.17164600622407	9.24361592323651	9.29507831950207	8.97486773858921	9.20480860995851	8.528	9.06	8.52	9.056	8.806	0.532	0.087	0.537	0.25	-0.286	0.088	0.04	-0.048	1.197	-0.349	0.747	0.203	-0.056	0.122	2	101.82	6.7329426433861e-45	1	299.35	5.83065141762396e-67	2	223.21	1.96649740041776e-97	92538	1	202.68586871153	7.57098283649082e-46	6	6.8900875318371	2.50940457446398e-07	30840	1	557.319018204997	3.9103002024873e-122	6	386.044253835767	0	30840	1	40.9744022138209	1.56450510978806e-10	6	11.2008353058516	1.57846278207092e-12	30840	TRUE	TRUE	TRUE	TRUE	FBte0000290	NA	G4	Dmel	G4	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;AP_endonuclease|DNA_binding_protein|G4_DM|JOCKEY_clad|ORF1;ORF2|RNase_H|reverse_transcriptase.	non-LTR	RNA	3856
G5_DM	0.999382207578254	6.770488	6.743129	6.842508	6.51032	5.964636	6.678757	6.90926029654036	5.94203809719934	6.51222672981878	7.71842689456343	6.8981705107084	6.3040597199341	6.8287870675453	6.94149876441516	7.44209266886326	6.64363220757825	6.71043904448105	6.57386676276771	6.46246066721582	6.48800350082372	6.67578294892916	6.41503459637562	6.20800720757825	6.1641873970346	5.8044489291598	5.68190094728171	6.57878294892916	6.74475308896211	6.54304118616145	6.84845263591433	6.526	6.644	6.757	6.676	6.322	0.118	0.026	-0.08	0.355	0.435	-0.017	0.079	0.096	-0.027	-0.332	0.714	-0.006	-0.072	0.163	2	94	1.62106219693205e-41	1	18.37	1.81764042974666e-05	2	126.96	8.39432221656553e-56	116538	1	223.613214356631	2.0359446445561e-50	6	9.72757772040372	9.84777157628503e-11	38840	1	0.342207956626573	0.558560909991696	6	73.6971888738698	8.05176246753069e-92	38840	1	47.1393320180039	6.7107515374356e-12	6	18.792985123075	5.81512955153099e-22	38840	TRUE	TRUE	FALSE	TRUE	FBte0001128	NA	G5	Dmel	G5	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;AP_endonuclease|DNA_binding_protein|G5_DM|JOCKEY_clad|ORF1;ORF2|RNase_H|reverse_transcriptase.	non-LTR	RNA	4856
G5A	0.977472720872932	6.710169	6.681812	6.833101	6.531905	6.172978	6.58789	6.70039281942978	6.25411439633932	6.78762302006336	7.0985469904963	6.77160577261528	6.41058218936994	6.83251636747624	6.71254171066526	7.2510967969025	6.77822316085885	6.70530763815558	6.59777578317494	6.29520872932066	6.62988067581837	6.62610102076734	6.57642766631468	6.3506205561422	6.2805459345301	6.12868954593453	5.93205737416403	6.69158394931362	6.62315170714537	6.32515839493136	6.71166631467793	6.572	6.601	6.696	6.683	6.38	0.028	0.006	-0.013	0.302	0.316	-0.003	0.067	0.07	-0.028	-0.301	0.415	-0.006	-0.065	0.094	2	31.64	1.8494423832336e-14	1	0.6	0.437291457589201	2	32.45	8.17730802446237e-15	68178	1	44.0718958184179	3.23672639749556e-11	6	4.25559446243752	0.000273289444739941	22720	1	0.199181898196378	0.655386259421861	6	9.70529405088837	1.06227827123157e-10	22720	1	22.0576053568425	2.66135604389389e-06	6	6.60373605469175	5.47972362367825e-07	22720	FALSE	TRUE	FALSE	TRUE	FBte0000174	nnnnnnnn	G5A	Dmel	G5A	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;AP_endonuclease|DNA_binding_protein|G5A_DM|JOCKEY_clade|ORF2;reverse_transcriptase.	non-LTR	RNA	2841
G6_DM	0.998530852105779	7.449946	6.398439	6.668853	6.298411	6.07116	6.197643	6.84279285014691	6.3331278158668	7.16789226248776	9.45596914789422	6.48062879529873	5.55677668952008	6.34439471106758	7.21195641527914	6.4897277179236	7.07085945151812	6.63054113614104	6.48428550440744	5.83989618021547	6.62647698334966	6.53880901077375	6.18846082272282	6.32902693437806	6.36923163565132	5.83164103819785	5.75474045053869	5.82386875612145	5.94071204701273	6.35860626836435	6.66738687561215	6.73	6.298	6.924	6.484	6.134	-0.432	-0.096	-0.441	0.349	0.79	-0.095	0.08	0.175	-1.052	-0.37	0.126	-0.22	-0.082	0.03	2	2135.87	0	1	1906.99	0	2	1192.24	0	49002	1	94.2428446002547	3.20499113189685e-22	6	375.604007111149	0	16328	1	4007.84377451987	0	6	2144.53158378533	0	16328	1	784.118450202924	1.43641050242672e-168	6	293.780767568091	0	16328	TRUE	TRUE	TRUE	TRUE	FBte0000958	NA	G6	Dmel	G6	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;DNA/RNA_binding_protein|G6_DM|JOCKEY_clad|ORF1|ORF2|RNase_H;endonuclease.	non-LTR	RNA	2042
G7	0.994127516778524	1.083892	1.008771	0.973324	1.012058	0.992818	0.997274	1.22413926174497	0.981760067114094	1.11157298657718	1.01809731543624	0.981805369127517	0.97657466442953	1.05644546979866	1.0202567114094	1.01580117449664	0.866946308724832	1.03093288590604	0.979616610738255	0.908031040268456	1.09430201342282	1.05766191275168	0.988235738255034	0.982531040268456	1.0936216442953	0.888368288590604	1.00675083892617	1.04910151006711	0.955611577181208	0.84623322147651	1.13815016778523	1.017	1.006	1.046	0.993	0.995	-0.011	-0.015	-0.054	-0.002	0.051	-0.076	-0.003	0.073	-0.075	0.039	0.004	-0.104	0.056	0.006	2	84.36	2.95285324623435e-37	1	7.8	0.00522377827670808	2	78.31	1.21061011461152e-34	28602	1	0.53313940164053	0.465307923662151	6	153.152812803439	2.82155134372939e-186	9528	1	112.280104256942	4.33271850575244e-26	6	65.2660623713495	8.30270271458166e-80	9528	1	42.0332505437556	9.4184584267277e-11	6	85.7127747420733	5.16548750521718e-105	9528	FALSE	FALSE	TRUE	TRUE	FBte0000690	AC003788	G7	Dmel	G7	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|G|G7_DM;JOCKEY_superfamily|ORF2.	non-LTR	RNA	1192
GTWIN	0.885710430441236	2.859156	2.700056	2.589065	2.545915	2.944192	2.942248	3.12070854135744	2.33458008365943	3.16556712994198	2.81576629334773	2.89703009040615	2.39663108892187	2.96894737552287	2.53761476184051	2.63019066252867	2.28269140466874	2.76743111590878	2.6759460261773	2.55470408851707	2.65234786128728	2.36321832411281	2.61339009580354	2.81741128052894	2.6186375657806	3.04609458912427	3.29462582647416	2.97971798677641	2.91789448117663	2.78967548239104	3.08170300904062	2.797	2.729	2.78	2.567	2.943	-0.068	-0.036	-0.212	-0.376	-0.164	-0.115	-0.197	-0.083	-0.159	-0.043	-0.002	-0.083	-0.024	-0.001	2	1397.65	0	1	136.84	1.34382522008296e-31	2	65.37	4.15489361885783e-29	177858	1	0.0325007374241703	0.856933679288331	6	214.852504314967	2.35880821274923e-272	59280	1	262.039408458845	8.24762516446546e-59	6	577.055845648339	0	59280	1	22.6885369141198	1.90950784421577e-06	6	187.106504055997	4.83399305633018e-237	59280	TRUE	FALSE	TRUE	TRUE	FBte0001062	AC006215	gtwin	Dmel	gtwin	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|GTWIN_I;GTWIN_LTR|LTR-retrotransposon|endogenous_retrovirus|env|gag;pol|internal_portion.	LTR	RNA	7411
GYPSY10	0.9002664002664	3.890266	4.321208	4.325984	4.111876	4.013092	4.271876	4.07492407592408	3.84566100566101	4.24132767232767	3.39915184815185	4.38330919080919	4.15157242757243	4.3380342990343	4.41191674991675	4.68200033300033	4.13496386946387	4.3117624042624	4.17521028971029	3.83731818181818	4.13151332001332	4.13925074925075	4.33942007992008	4.15133916083916	4.12275974025974	3.92977938727939	3.84848967698968	4.32698484848485	4.29848634698635	4.04271828171828	4.41931335331335	4.076	4.235	4.106	4.219	4.142	0.159	0.055	0.113	0.076	-0.037	0.039	0.026	-0.013	0.431	-0.214	0.259	0.152	-0.073	0.09	2	33.74	2.24925629390488e-15	1	190.72	2.35800472839166e-43	2	282.17	4.94546532638382e-123	144138	1	173.793987740532	1.2866353358607e-39	6	30.9622601144421	2.39062782949058e-37	48040	1	475.626921672784	6.18566820487325e-105	6	94.2638160857827	3.14362618933799e-118	48040	1	114.297133730189	1.20195302493252e-26	6	65.3367385433412	3.16408124058082e-81	48040	TRUE	TRUE	TRUE	TRUE	FBte0000351	nnnnnnnn	gypsy10	Dmel	gypsy10	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY10_I|GYPSY10_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	6006
GYPSY11	0.810072267389341	1.10198	1.373914	1.365241	1.262286	1.192132	1.291243	1.27840831074977	1.30478116531165	1.33973735320687	0.484993224932249	1.46718879855465	1.35598261065944	1.37465311653117	1.29783107497742	1.39811111111111	1.33405036133695	1.38188301716351	1.34691960252936	1.18824661246612	1.22681413730804	1.41208717253839	1.22199570912376	1.25007836495032	1.27822154471545	1.22087375790425	1.01935523938573	1.32962195121951	1.26051264679313	1.25001648599819	1.32482023486902	1.22	1.309	1.238	1.314	1.242	0.089	0.102	0.076	0.072	-0.004	0.086	0.081	-0.004	0.272	-0.103	0.099	0.318	-0.113	0.115	2	78.81	6.31544774344304e-35	1	258.46	4.3541633955158e-58	2	379.82	4.28612640903287e-165	106266	1	113.781447848715	1.59638636488874e-26	6	45.0699702357177	2.90406863931795e-55	35416	1	828.80796619198	3.52723509654563e-180	6	489.664758715394	0	35416	1	112.717849182045	2.72494479389621e-26	6	29.6597565109105	1.13916219015421e-35	35416	TRUE	TRUE	TRUE	TRUE	FBte0001041	nnnnnnnn	gypsy11	Dmel	gypsy11	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY11_I|GYPSY11_LTR|TABOR_group;endogenous_retrovirus|env|gag|pol|internal_portion.	LTR	RNA	4428
GYPSY2	0.90600789358281	6.14612	5.963366	6.228445	5.863641	5.519262	5.942037	6.19743911708814	5.6927675778395	6.17328519222336	6.52098728256103	6.09927627539833	5.72597763484871	6.00529907908201	6.02291083174974	6.4853524338547	6.10631018856892	6.27462447010671	6.04749101008624	5.67890732349072	5.80165765239	6.01675866101447	5.95724206987283	5.63223329922526	5.54400803976027	5.5526637918433	5.3481448618623	6.07661555328168	5.86116825025581	5.77986405496272	6.05049934220143	5.965	5.923	6.055	6.046	5.731	-0.042	-0.01	-0.009	0.315	0.324	-0.002	0.077	0.079	-0.183	-0.365	0.423	-0.044	-0.087	0.106	2	241.87	1.29587632339785e-105	1	9.2	0.00241507936547299	2	301.5	2.0052396077223e-131	164178	1	350.153961243677	6.87443546864196e-78	6	17.3842878926281	3.31458175635134e-20	54720	1	55.0504776902298	1.19169909589902e-13	6	59.0017529412665	3.71093851865182e-73	54720	1	234.238451086373	9.13114914312749e-53	6	27.2773707553983	1.11350275068902e-32	54720	FALSE	TRUE	TRUE	TRUE	FBte0001040	AL035631	gypsy2	Dmel	gypsy2	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY2_I|GYPSY2_LTR|LTR-retrotransposon;internal_portion.	LTR	RNA	6841
GYPSY3	0.89961279219848	3.268217	3.065525	3.131048	2.917158	3.00933	3.253729	3.33149118026674	3.01144113007314	3.2640001434103	3.46593431808404	3.15991682202782	2.9355934318084	3.11563674171806	3.050954108705	3.08933916535207	3.01895396529471	3.2072007744156	3.20869740427363	2.85523691381041	2.9108857019934	2.95195181414026	2.9505572924136	3.02938606051915	3.03492499641474	3.02990950810268	2.94309837946365	3.31736799082174	3.24325957263732	3.1038765237344	3.35041259142406	3.136	3.079	3.167	3.024	3.132	-0.057	-0.027	-0.143	-0.107	0.035	-0.067	-0.05	0.016	-0.203	-0.214	0.244	-0.092	-0.102	0.113	2	173.97	3.34029327056086e-76	1	77.74	1.18601250735163e-18	2	537.62	1.83018283738924e-233	167346	1	481.63531224943	2.65916338509097e-106	6	28.1079899148274	9.82686785384748e-34	55776	1	301.47598943311	2.36407638708703e-67	6	84.1205563074364	2.46784032910394e-105	55776	1	383.787575394275	3.60791523782735e-85	6	22.6035120536732	9.08474603618804e-27	55776	TRUE	TRUE	TRUE	TRUE	FBte0001030	AC007477	gypsy3	Dmel	gypsy3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|GYPSY3_I;GYPSY3_LTR|endogenous_retrovirus|env|gag|pol;internal_portion.	LTR	RNA	6973
