TEfam	TEpropCov	CE	CP	HE	HP	LE	LP	CE1	CE2	CE3	CE4	CP1	CP2	CP3	CP4	HE1	HE2	HE3	HE4	HP1	HP2	HP3	HP4	LE1	LE2	LE3	LE4	LP1	LP2	LP3	LP4	Mean_Early	Mean_Postponed	Mean_Control	Mean_High	Mean_Low	Diff_PostEarly	log2Rat_PostEarly	Diff_HighCont	Diff_HighLow	Diff_ContLow	log2Rat_HighCont	log2Rat_HighLow	log2Rat_ContLow	Diff_PostEarlyCont	Diff_PostEarlyHigh	Diff_PostEarlyLow	log2Rat_PostEarlyCont	log2Rat_PostEarlyHigh	log2Rat_PostEarlyLow	Df_Diet	F_value_Diet	PvalFull_Diet	Df_Breeding	F_value_Breeding	PvalFull_Breeding	Df_Inter	F_value_Inter	PvalFull_Inter	Df_resid	Df_Low	F_value_Low	Pval_Low	Df_Low_nested	F_value_Low_nested	Pval_Low_nested	Df_Low_resid	Df_Cont	F_value_Cont	Pval_Cont	Df_Cont_nested	F_value_Cont_nested	Pval_Cont_nested	Df_Cont_resid	Df_High	F_value_High	Pval_High	Df_High_nested	F_value_High_nested	Pval_High_nested	Df_High_resid	Bonf_Full	Bonf_Low	Bonf_Cont	Bonf_High	fb_id	source_id	flybase_name	species	te_name	te_type_gff	te_type_fasta	repbase_fasta_header_subtype	te_subtype_fasta	misc_subtype	repbase_species	percentage	match	synonym	repbase_meta	TEsubclass	TEclass	length	ConsSC	ConsCS	ConsSCav	ConsCSav	ConsSC_L	ConsCS_L	ConsSC_C	ConsCS_C	ConsSC_H	ConsCS_H
OSV	0.905	1.189059	1.1221	1.184797	1.054696	0.990835	1.073979	1.203315	1.02277	1.07482	1.45533	1.15033	1.08857	1.072055	1.177445	1.268465	1.142655	1.16597	1.1621	0.943975	1.038515	1.140335	1.09596	0.969035	1.06692	0.904565	1.02282	1.04037	1.1042	1.025405	1.12594	1.122	1.084	1.156	1.12	1.032	-0.038	-0.05	-0.036	0.087	0.123	-0.045	0.117	0.163	-0.067	-0.13	0.083	-0.084	-0.168	0.116	2	49.5	5.26834774268885e-22	1	13.34	0.0002631732730614	2	36.99	1.1422130362798e-16	4794	1	27.7346260409816	1.58138636034913e-07	6	7.29919285518878	1.0371654564673e-07	1592	1	12.6585438196132	0.000384813802468158	6	28.0678683371711	5.16235340185652e-32	1592	1	53.0274584696318	5.14943627645448e-13	6	8.14632077903031	1.07628574499193e-08	1592	FALSE	TRUE	FALSE	TRUE	FBte0000587	AY089271	Osvaldo	Dmel	Osvaldo	LTR_retrotransposon	LTR	Gypsy	?	Gypsy	Drosophila_simulans	92.742	2	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Gypsy-13_DSim_;Gypsy-13_DSim-LTR|Gypsy-13_DSim-I.	LTR	RNA	1543	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
PPI251	1	27.951971	31.04508	28.299567	31.639521	32.260107	28.912788	34.06203	30.363935	32.87125	14.51067	34.76589	30.55282	30.680035	28.181575	27.704595	28.4312	27.27944	29.783035	31.11695	31.37566	31.15585	32.909625	30.63122	29.62198	33.709115	35.078115	28.970585	29.13136	29.627845	27.92136	29.504	30.532	29.499	29.97	30.586	1.029	0.049	0.471	-0.617	-1.088	0.023	-0.029	-0.052	3.093	3.34	-3.347	0.151	0.161	-0.158	2	14.46	5.50104443274951e-07	1	38.54	5.82710774245751e-10	2	174.55	6.68418387364826e-74	4794	1	215.977599055828	6.04395634990891e-46	6	34.0526601806744	7.59954840295107e-39	1592	1	184.252298105409	8.54275494493536e-40	6	434.019157987367	0	1592	1	219.609970711509	1.21430826798763e-46	6	9.51923555023169	2.67073075647129e-10	1592	TRUE	TRUE	TRUE	TRUE	FBte0000037	X06779	P-element	Dmel	P-element	terminal_inverted_repeat_element	DNA	P	NA	P	Drosophila_bifasciata	79.865	2	NA	P|DNA_transposon|Transposable_Element|P-transposon|P_DB;Repetitive_element.	TIR	DNA	2907	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Q	0.995	1.78964	2.003238	2.188921	2.093031	1.770749	2.117412	1.78769	1.80991	2.0148	1.54616	2.1176	1.87903	2.11402	1.9023	2.03441	2.12165	2.34352	2.256105	2.13358	2.120635	1.96191	2.156	1.71253	1.75361	1.70651	1.910345	2.09536	2.22921	2.044935	2.100145	1.916	2.071	1.896	2.141	1.944	0.155	0.112	0.245	0.197	-0.048	0.175	0.139	-0.036	0.214	-0.096	0.347	0.163	-0.065	0.258	2	71.76	1.95975752631644e-31	1	76.73	2.67579931316478e-18	2	55.04	2.33511978306589e-24	4794	1	144.542211011208	6.23647547984299e-32	6	4.59383329209215	0.000123886819421355	1592	1	52.6153928756176	6.30878830951511e-13	6	15.5074193885645	2.34019441309603e-17	1592	1	8.9090555720164	0.00288085574368833	6	6.48991144131975	8.89144848005942e-07	1592	TRUE	TRUE	TRUE	FALSE	FBte0000124	AE002612	Q-element	Dmel	Q-element	non_LTR_retrotransposon	LINE	CR1	CR1	CR1	Drosophila_melanogaster	96.997	1	NA	CR1|Non-LTR_Retrotransposon|Transposable_Element;CR1_superfamily|DMCR1A|ORF1|ORF2.	non-LTR	RNA	759	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
R1-2	0.955	1.007304	1.004291	1.092013	0.962736	1.00322	0.975356	1.00494	0.9872	0.896715	1.14036	1.039155	0.95223	1.046095	0.979685	1.12794	1.09865	1.082295	1.059165	0.91659	0.970965	0.96954	0.99385	1.04115	1.021825	0.95375	0.996155	0.977075	1.00169	0.95742	0.96524	1.034	0.981	1.006	1.027	0.989	-0.053	-0.076	0.022	0.038	0.017	0.031	0.054	0.024	-0.003	-0.129	-0.028	-0.004	-0.182	-0.041	2	12.89	2.60374341493918e-06	1	75.55	4.82968033036149e-18	2	39.53	9.3455633315925e-18	4794	1	8.62524022748731	0.00336299788343251	6	5.00155589597016	4.35217178012152e-05	1592	1	0.0787226264085614	0.779072444596123	6	26.4735233820472	3.55677522169512e-30	1592	1	138.688567799724	9.33964801739521e-31	6	3.95549520984302	0.000621837660660945	1592	TRUE	FALSE	FALSE	TRUE	FBte0000720	nnnnnnnn	R1-2	Dmel	R1-2	non_LTR_retrotransposon	LINE	Non-LTR_Retrotransposon	?	R1	Drosophila_melanogaster	100	1	NA	Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;R1_clade|R1-2_DM|endonuclease|reverse_transcriptase.	non-LTR	RNA	3216	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ROXELEMENT	1	16.812776	19.241451	19.592865	18.295969	18.571393	19.92165	20.16528	18.487945	19.74543	8.85245	19.005155	19.180435	19.46823	19.311985	19.8432	19.235615	19.61053	19.682115	17.20264	18.4372	19.17619	18.367845	18.963625	19.33496	17.96776	18.019225	20.094025	19.688075	19.370585	20.533915	18.326	19.153	18.027	18.944	19.247	0.827	0.064	0.917	-0.302	-1.219	0.072	-0.023	-0.094	2.429	-1.297	1.35	0.195	-0.099	0.101	2	21.38	5.69670571373795e-10	1	27.22	1.89433223077145e-07	2	48.71	1.14134222127882e-21	4794	1	26.7067002964436	2.66714076530478e-07	6	2.64762327161	0.0147141971386246	1592	1	91.5809071523963	3.91671529887266e-21	6	111.43784711245	1.68806566168214e-117	1592	1	25.445955824438	5.07048660589815e-07	6	2.76587462875555	0.0111747137465351	1592	TRUE	TRUE	TRUE	TRUE	FBte0001160	AF237761	X-element	Dmel	X-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	1	Jockey|Non-LTR_Retrotransposon|Transposable_Element|LINE;X-element|BS2.	non-LTR	RNA	4740	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
RT1B	1	34.405375	35.582665	35.955845	33.82102	32.76357	35.174744	34.78446	34.410565	35.892605	32.53387	37.06355	34.38309	35.345645	35.538375	37.55878	35.21039	35.564755	35.489455	33.80496	33.28221	33.992775	34.204135	32.819575	32.733535	32.46243	33.03874	34.828325	35.82089	33.754235	36.295525	34.375	34.859	34.994	34.888	33.969	0.485	0.02	-0.106	0.919	1.025	-0.004	0.039	0.043	1.177	-2.135	2.411	0.049	-0.088	0.102	2	4.56	0.0105505558630793	1	2.52	0.112143353774785	2	19.81	2.70674482396792e-09	4794	1	23.7163063475575	1.22725423858503e-06	6	1.35364411612163	0.230055955173038	1592	1	4.44042264081938	0.0352536078118835	6	2.54917854582239	0.0184616845370679	1592	1	16.4321657720268	5.28562660075545e-05	6	1.19055687114162	0.308425213320357	1592	FALSE	TRUE	FALSE	TRUE	FBte0000603	AC005734	Rt1b	Dmel	Rt1b	non_LTR_retrotransposon	LINE	R1	R1	R1	Drosophila_melanogaster	99.69	1	NA	R1|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;RT1|DMRT1|DMRT1B|Waldo-A.	non-LTR	RNA	5171	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
RT1C	0.88	4.934796	5.247502	5.214966	5.093296	5.177564	5.021161	5.04849	4.96768	4.975855	4.74716	5.323575	5.15406	5.286685	5.22569	5.153665	5.19982	5.40105	5.10533	5.1195	4.67403	5.11811	5.461545	5.30752	5.42391	4.993485	4.98534	4.75259	5.194725	4.955435	5.181895	5.109	5.121	5.091	5.154	5.099	0.012	0.003	0.063	0.055	-0.008	0.018	0.015	-0.002	0.313	-0.122	-0.156	0.089	-0.034	-0.044	2	0.18	0.834705507388527	1	0.02	0.901223905929554	2	2.63	0.0719880277208631	4794	1	0.96679308318555	0.325630681764519	6	0.924896838281463	0.475832125311285	1592	1	3.72861146987826	0.0536652083116295	6	0.214263562537035	0.97238730584734	1592	1	0.560739937650038	0.454072883261041	6	1.14686512531668	0.332563851738227	1592	FALSE	FALSE	FALSE	FALSE	FBte0000666	nnnnnnnn	Rt1c	Dmel	Rt1c	non_LTR_retrotransposon	LINE	R1	R1	R1	Drosophila_melanogaster	100	1	NA	R1|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;RT1|R1/I_clade|DMRT1|DMRT1C.	non-LTR	RNA	5443	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
S2	1	3.236911	4.344138	4.186775	4.053248	3.857992	4.346089	4.258605	3.67787	4.28615	0.72502	4.53964	4.169095	4.389805	4.27801	4.347065	4.02748	4.190185	4.18237	4.026095	4.065445	4.02306	4.09839	3.968735	3.899355	3.88419	3.67969	4.321375	4.530775	4.030875	4.50133	3.761	4.248	3.791	4.12	4.102	0.487	0.176	0.329	0.018	-0.312	0.12	0.006	-0.114	1.107	-0.134	0.488	0.424	-0.047	0.172	2	21.49	5.11586184216855e-10	1	111.49	8.83312134124739e-26	2	60.24	1.44505705481536e-26	4794	1	40.2141895684401	2.95787571212447e-10	6	2.87846576781312	0.00857790384939926	1592	1	242.250305417744	5.92049263721296e-51	6	143.65874276207	1.02071846502858e-145	1592	1	3.282695519187	0.070202203720145	6	0.842847481179086	0.536726481674998	1592	TRUE	TRUE	TRUE	FALSE	FBte0000709	nnnnnnnn	S2	Dmel	S2	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|S2_DM|S_DM|TIR|transposase.	TIR	DNA	1735	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
STALKER3	1	8.744248	8.867565	9.465646	8.232292	7.535023	8.918795	9.51766	8.6939	10.079705	6.685725	9.43127	8.37134	8.7028	8.96485	10.23169	9.29336	9.41348	8.924055	7.497605	8.61419	8.50704	8.310335	7.98883	7.86762	7.26827	7.01537	9.16481	8.61638	8.31644	9.57755	8.582	8.673	8.806	8.849	8.227	0.091	0.015	0.043	0.622	0.579	0.007	0.105	0.098	0.123	-1.233	1.384	0.02	-0.201	0.243	2	43.78	1.43694588872685e-19	1	2.27	0.132352601445897	2	155.38	4.12882464577812e-66	4794	1	202.597143249167	2.29837364539479e-43	6	14.1647985831198	8.9778424997943e-16	1592	1	1.50015807592038	0.220828235237613	6	59.3718451756987	1.67630187150584e-66	1592	1	147.522712727735	1.57801013331075e-32	6	13.5751117724266	4.45743763791951e-15	1592	FALSE	TRUE	FALSE	TRUE	FBte0001157	NA	Stalker3	Dmel	Stalker3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|LTR|STALKER3_LTR;TABOR_group.	LTR	RNA	372	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
TAHRE	1	15.920082	34.493522	21.930416	31.456598	26.604884	28.447915	17.94419	19.721725	18.744235	7.27018	34.611955	35.86611	37.4768	30.019225	23.048545	26.074175	19.18296	19.415985	28.040505	38.406725	33.75073	25.62843	25.124335	22.577735	26.76204	31.955425	32.91351	26.28933	24.70769	29.88113	21.485	31.466	25.207	26.694	27.526	9.981	0.55	1.487	-0.833	-2.32	0.083	-0.044	-0.127	18.573	9.526	1.843	1.115	0.52	0.097	2	17.23	3.4961576394936e-08	1	932.36	2.83799689478908e-187	2	218.8	1.16886651213951e-91	4794	1	11.7391994615198	0.000627539160839883	6	25.2596811755395	9.02506950035505e-29	1592	1	1242.53617449289	1.12367787034408e-201	6	39.6692945712039	3.72095580735254e-45	1592	1	315.222827571185	1.72807347786437e-64	6	38.063830940278	2.31283676015683e-43	1592	TRUE	FALSE	TRUE	TRUE	FBte0000148	AJ542581	TAHRE	Dmel	TAHRE	non_LTR_retrotransposon	LINE	Jockey	Jockey	telomeric	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|TAHRE.	non-LTR	RNA	10463	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
TARTC	0.98	2.673465	4.468296	3.9775	3.545254	3.335159	3.506644	2.792625	4.116865	2.865645	0.918725	4.34376	5.52739	5.127445	2.87459	3.745975	4.58609	3.69447	3.883465	3.11922	4.024955	3.615	3.42184	2.646705	2.220545	3.83867	4.634715	3.5639	3.287	4.153055	3.02262	3.329	3.84	3.571	3.761	3.421	0.511	0.206	0.19	0.34	0.15	0.075	0.137	0.062	1.795	-0.432	0.171	0.741	-0.166	0.072	2	23.49	7.07008527811133e-11	1	158.19	1.02533136017383e-35	2	267.52	7.1991279519844e-111	4794	1	9.50434441730307	0.00208505380379543	6	117.492246088153	5.60321139399279e-123	1592	1	891.302824753571	6.698358702442e-156	6	215.008480793819	4.26340005000139e-201	1592	1	51.4830151426771	1.10271358597968e-12	6	21.69152758292	1.27893978819982e-24	1592	TRUE	FALSE	TRUE	TRUE	FBte0001208	AY600955	TART-C	Dmel	TART-C	non_LTR_retrotransposon	LINE	Jockey	Jockey	telomeric	Drosophila_melanogaster	91.837	2	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;Repetitive_sequence|TARTB1|TART_B1.	non-LTR	RNA	11124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
TC1	1	14.189154	18.38301	18.512677	17.754323	17.332489	18.085382	17.60559	16.703575	17.311785	5.135665	18.67842	17.748755	18.75796	18.346905	19.487155	19.040145	17.836515	17.686895	17.51276	17.746785	18.046175	17.71157	17.74809	17.3321	17.248635	17.00113	18.306105	18.433485	17.687985	17.913955	16.678	18.074	16.286	18.134	17.709	1.396	0.116	1.847	0.425	-1.423	0.155	0.034	-0.121	4.194	-0.758	0.753	0.374	-0.06	0.061	2	127.7	9.23898991370578e-55	1	199.39	2.17387444019192e-44	2	219.64	5.37783825240186e-92	4794	1	31.239733828206	2.67852365382795e-08	6	2.97031303206993	0.00690180795602973	1592	1	1130.32950124095	1.05992429750618e-187	6	590.933568917488	0	1592	1	30.3345267827414	4.23285944583454e-08	6	11.0431253769861	4.31749004489199e-12	1592	TRUE	TRUE	TRUE	TRUE	FBte0000927	nnnnnnnn	Tc1	Dmel	Tc1	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|TC1_DM|transposase.	TIR	DNA	1666	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
TC1-2	1	10.857301	13.70497	13.977948	13.085459	13.051892	13.507162	13.630095	12.944315	13.699245	3.15555	13.974695	13.323195	14.099545	13.422445	14.652145	13.54796	13.955495	13.75619	12.849515	13.263735	12.785445	13.44314	13.37906	12.80333	13.3025	12.72268	13.52486	14.12893	12.826515	13.548345	12.629	13.433	12.281	13.532	13.28	0.803	0.089	1.251	0.252	-0.998	0.14	0.027	-0.113	2.848	-0.892	0.455	0.336	-0.095	0.049	2	69.89	1.20635117697898e-30	1	77.37	1.94723335775829e-18	2	143.34	3.46525802799518e-61	4794	1	12.4246752264287	0.000435690222563112	6	5.953914705457	3.64876238045989e-06	1592	1	542.231662046984	1.85366080814927e-103	6	445.170148242285	0	1592	1	44.3361477058969	3.79595300427301e-11	6	4.61295799334458	0.000117983481778088	1592	TRUE	FALSE	TRUE	TRUE	FBte0000838	nnnnnnnn	Tc1-2	Dmel	Tc1-2	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|TC1-2_DM|transposase.	TIR	DNA	1644	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
TC3	1	4.64263	5.877363	6.155511	5.712114	5.605836	5.779047	5.456845	5.79237	5.75022	1.571085	5.79858	5.50086	6.03115	6.17886	6.34606	6.216085	5.92762	6.13228	5.318215	5.892665	5.73279	5.904785	5.987735	5.53491	5.593645	5.307055	5.845735	5.82601	5.583745	5.8607	5.468	5.79	5.26	5.934	5.692	0.322	0.082	0.674	0.241	-0.432	0.174	0.06	-0.114	1.235	-0.443	0.173	0.34	-0.108	0.044	2	24.34	3.02516361616136e-11	1	16.19	5.80599612142691e-05	2	37.62	6.11825221434674e-17	4794	1	1.75701076699951	0.185187981951965	6	1.42385304116729	0.201724278522874	1592	1	91.2762715303298	4.53053301190499e-21	6	64.4031070190696	9.24262985844691e-72	1592	1	10.0086270725854	0.00158751919553256	6	1.34803651128611	0.232453772993706	1592	TRUE	FALSE	TRUE	FALSE	FBte0000044	AC009537	Tc3	Dmel	Tc3	terminal_inverted_repeat_element	DNA	NA	Tc1-Mariner	Tc3	NA	NA	0	NA	NA	TIR	DNA	1743	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
TRANSIB1	1	2.940379	3.503754	3.600849	3.371656	3.211144	3.422514	3.706435	3.3724	3.36239	1.32029	3.619055	3.246935	3.669015	3.48001	3.596405	3.624765	3.556605	3.62562	3.331465	3.592725	3.29139	3.271045	3.178805	3.35642	3.17853	3.13082	3.70534	3.35392	3.13897	3.491825	3.251	3.433	3.222	3.486	3.317	0.182	0.079	0.264	0.169	-0.095	0.114	0.072	-0.042	0.563	-0.229	0.211	0.253	-0.095	0.092	2	19.79	2.75484900844607e-09	1	27.4	1.72263667574775e-07	2	43.56	1.79195840965465e-19	4794	1	14.6104994974417	0.000137266014855498	6	5.43848719751353	1.40330189104364e-05	1592	1	103.229616659264	1.53205822819071e-23	6	99.8333709485792	9.42338903484128e-107	1592	1	14.8886310163696	0.000118601594687509	6	1.65844809712709	0.127537713775049	1592	TRUE	TRUE	TRUE	TRUE	FBte0000626	nnnnnnnn	transib1	Dmel	transib1	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	99.575	1	NA	Transib|DNA_transposon|Transposable_Element|TRANSIB_family;transposase|TRANSIB3|TRANSIB1.	TIR	DNA	2167	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
TRANSIB2	1	10.953165	13.106549	13.24274	12.274436	11.630475	12.509844	12.377415	11.65454	13.04245	6.738255	13.402905	11.633935	13.684555	13.7048	13.55077	13.662515	12.920765	12.83691	11.56968	12.448385	12.22841	12.85127	12.044005	11.65899	11.488445	11.33046	12.376135	12.606355	12.22513	12.831755	11.942	12.63	12.03	12.759	12.07	0.688	0.081	0.729	0.688	-0.04	0.085	0.08	-0.005	2.153	-0.968	0.879	0.259	-0.11	0.105	2	28.42	5.36911844239958e-13	1	60.16	1.05842956241575e-14	2	104.34	4.42223025216362e-45	4794	1	40.1367062336097	3.07454552156651e-10	6	2.13620253753831	0.0466328822994892	1592	1	226.665823805917	5.42695630796601e-48	6	112.424687036929	2.13050295202461e-118	1592	1	42.3928140639526	9.98139702929195e-11	6	5.27964605897373	2.12010358871494e-05	1592	TRUE	TRUE	TRUE	TRUE	FBte0000885	nnnnnnnn	transib2	Dmel	transib2	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	100	1	NA	Transib|DNA_transposon|Transposable_Element|TRANSIB_family;TRANSIB2|TRANSIB2p_transposase.	TIR	DNA	2844	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TRANSIB3	1	5.252596	6.403912	6.782879	6.274986	6.1549	6.741171	6.50643	6.120615	6.61795	1.76539	6.565625	6.242575	6.43168	6.37577	6.76173	6.70016	7.02721	6.642415	6.216115	6.49506	6.132345	6.256425	6.166365	6.24683	6.093715	6.11269	7.05333	6.824305	6.113235	6.973815	6.063	6.473	5.828	6.529	6.448	0.41	0.094	0.701	0.081	-0.62	0.164	0.018	-0.146	1.151	-0.508	0.586	0.286	-0.112	0.131	2	38.2	3.46948003784292e-17	1	32.76	1.1055203315652e-08	2	46.25	1.27500967970349e-20	4794	1	24.816522841323	6.99188859160094e-07	6	3.41083478139997	0.00238879831739174	1592	1	104.886247449577	6.98926383942209e-24	6	108.16839339956	1.66756390275075e-114	1592	1	17.8358279369854	2.54433745718312e-05	6	0.91791565045102	0.480865706485016	1592	TRUE	TRUE	TRUE	TRUE	FBte0000725	nnnnnnnn	transib3	Dmel	transib3	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	100	1	NA	Transib|DNA_transposon|Transposable_Element|TRANSIB_family;TRANSIB1|TRANSIB3|transposase.	TIR	DNA	2883	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
TRANSIB4	1	3.770412	4.925189	4.939951	4.865156	4.624752	4.953351	4.810355	4.602465	4.598735	1.070095	5.136325	4.72973	4.98212	4.85258	4.996305	4.89506	5.002025	4.866415	4.70518	4.78281	5.03166	4.940975	4.765955	4.858835	4.44781	4.42641	5.04803	4.93921	4.83918	4.986985	4.445	4.915	4.348	4.903	4.789	0.47	0.145	0.555	0.114	-0.441	0.173	0.034	-0.139	1.155	-0.075	0.329	0.385	-0.022	0.099	2	127.82	8.24696838797451e-55	1	246.07	4.06156574672761e-54	2	146.17	2.40418048433151e-62	4794	1	67.6085673623525	4.0914225232544e-16	6	8.80305400972114	1.84239901904869e-09	1592	1	902.40603990186	1.91439294678935e-157	6	555.071631912594	0	1592	1	3.0252313820138	0.082171907592342	6	3.61852408343843	0.0014354892554076	1592	TRUE	TRUE	TRUE	FALSE	FBte0001174	nnnnnnnn	transib4	Dmel	transib4	terminal_inverted_repeat_element	DNA	Jockey	?	Transib	Drosophila_melanogaster	99.115	1	NA	Transib|DNA_transposon|Transposable_Element|DDE-class;TRANSIB_family|TRANSIB4p_transposase|TRANSIB4.	TIR	DNA	2656	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
